date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_mean,shortwave_radiation_sum
2010-01-01,9.4,12.5,7.2,84,3.9,16.7,6.2
2010-01-02,10.3,13.7,7.5,85,0.0,11.1,4.57
2010-01-03,12.6,15.0,10.9,93,18.0,14.0,2.59
2010-01-04,12.2,13.8,10.8,95,16.0,11.7,2.73
2010-01-05,9.7,13.8,6.5,85,0.0,12.7,6.71
2010-01-06,6.7,8.4,4.4,81,2.1,7.0,3.63
2010-01-07,6.4,9.6,3.3,71,1.4,15.6,9.49
2010-01-08,3.6,7.8,0.5,63,0.0,13.6,10.2
2010-01-09,3.1,8.5,-1.2,68,0.0,8.3,10.38
2010-01-10,2.8,3.4,1.8,81,11.4,17.6,2.28
2010-01-11,5.9,10.1,2.3,87,4.0,10.7,8.36
2010-01-12,11.4,13.6,7.7,91,28.3,17.8,1.73
2010-01-13,11.2,15.0,7.3,95,21.9,19.4,1.45
2010-01-14,11.0,12.9,8.7,84,2.7,18.6,6.53
2010-01-15,9.1,12.1,5.7,90,1.9,10.1,2.92
2010-01-16,13.6,16.0,11.1,93,4.3,16.1,2.85
2010-01-17,13.7,16.3,12.3,90,0.2,11.6,3.84
2010-01-18,12.9,16.4,9.8,91,2.6,11.9,3.75
2010-01-19,13.1,15.2,9.8,88,1.3,12.9,6.27
2010-01-20,11.2,13.8,9.2,82,0.1,8.5,8.51
2010-01-21,10.0,15.1,5.2,81,0.0,4.8,9.24
2010-01-22,11.0,14.5,8.8,82,0.1,9.4,4.79
2010-01-23,11.1,14.2,9.1,81,0.7,10.7,5.75
2010-01-24,11.3,15.5,8.6,81,0.0,10.4,8.72
2010-01-25,8.8,12.9,5.6,66,0.0,12.5,11.16
2010-01-26,7.5,13.1,4.1,62,0.9,20.6,7.97
2010-01-27,6.2,9.5,3.8,51,0.0,22.6,11.95
2010-01-28,7.3,13.1,3.4,61,0.0,12.9,12.26
2010-01-29,7.0,12.6,2.0,82,0.0,13.4,9.4
2010-01-30,8.3,12.7,4.5,82,0.0,11.6,9.62
2010-01-31,8.0,12.4,3.8,85,0.0,8.7,8.25
2010-02-01,7.3,13.1,2.8,80,0.0,9.2,12.68
2010-02-02,8.5,14.6,4.3,68,0.0,13.4,12.94
2010-02-03,8.4,12.8,4.9,72,6.0,13.9,5.35
2010-02-04,11.4,14.8,9.1,90,8.3,14.5,4.38
2010-02-05,10.7,14.2,7.6,85,0.6,12.6,7.46
2010-02-06,10.6,14.7,6.5,85,0.0,3.7,9.46
2010-02-07,11.0,15.7,7.3,85,1.2,7.5,9.13
2010-02-08,11.7,14.5,9.6,92,9.1,10.4,8.13
2010-02-09,9.9,13.8,6.2,87,0.2,13.3,10.7
2010-02-10,9.2,10.6,7.2,94,11.1,7.6,2.77
2010-02-11,8.1,11.9,3.9,67,0.0,8.7,14.26
2010-02-12,4.3,5.4,2.6,59,3.0,15.9,3.78
2010-02-13,5.0,10.1,0.8,60,0.0,11.2,14.88
2010-02-14,4.9,9.7,0.6,61,1.3,16.6,10.72
2010-02-15,5.6,6.4,4.0,89,18.9,25.1,2.15
2010-02-16,7.7,10.2,6.0,94,6.4,14.3,3.56
2010-02-17,8.9,12.0,5.7,88,6.0,12.0,7.01
2010-02-18,6.3,9.5,3.1,83,1.1,10.8,6.17
2010-02-19,7.5,11.9,4.4,73,0.5,15.9,14.85
2010-02-20,7.1,11.9,2.1,79,5.5,11.9,10.84
2010-02-21,11.5,15.2,8.5,92,24.2,17.7,7.24
2010-02-22,12.4,15.3,10.9,91,19.6,22.8,9.58
2010-02-23,12.0,14.2,10.8,91,19.8,23.3,8.15
2010-02-24,12.8,17.1,8.8,83,0.9,19.2,11.83
2010-02-25,13.4,15.6,10.5,86,17.5,22.7,6.98
2010-02-26,11.0,15.1,6.4,85,3.0,8.3,9.53
2010-02-27,13.6,18.7,8.9,84,26.8,29.2,5.48
2010-02-28,9.5,14.1,6.4,87,11.6,13.8,8.89
2010-03-01,10.6,14.7,6.5,77,0.7,10.8,11.9
2010-03-02,12.0,17.3,9.6,73,8.0,20.6,11.25
2010-03-03,11.4,14.7,8.5,86,1.6,11.9,8.64
2010-03-04,10.7,16.3,4.5,86,0.0,4.4,12.39
2010-03-05,11.7,13.1,10.5,92,20.3,11.6,2.24
2010-03-06,10.1,11.3,9.2,87,5.5,21.2,3.92
2010-03-07,11.2,15.4,8.9,87,1.4,10.9,8.49
2010-03-08,8.8,11.3,4.5,85,17.2,15.2,4.01
2010-03-09,7.2,13.6,1.3,63,2.7,11.1,19.76
2010-03-10,7.4,13.7,1.8,60,0.0,7.1,17.88
2010-03-11,8.2,14.1,2.4,65,0.0,7.8,18.59
2010-03-12,8.3,13.9,3.1,61,0.0,9.3,16.72
2010-03-13,8.6,15.2,2.8,65,0.0,9.1,19.72
2010-03-14,8.9,14.4,4.2,64,0.0,12.5,19.54
2010-03-15,10.3,17.0,4.2,58,0.0,10.6,18.94
2010-03-16,12.0,18.7,6.1,59,0.0,9.7,18.43
2010-03-17,12.7,19.5,6.1,69,0.0,10.0,16.94
2010-03-18,15.5,20.4,11.7,74,0.6,11.9,12.39
2010-03-19,16.0,19.7,13.0,81,12.3,15.7,10.65
2010-03-20,15.0,16.7,13.1,90,20.6,15.5,4.48
2010-03-21,15.0,19.0,12.3,85,4.2,6.8,14.23
2010-03-22,14.2,19.3,10.5,80,0.0,5.8,19.4
2010-03-23,15.1,20.1,11.2,76,0.0,7.0,12.81
2010-03-24,12.4,15.0,10.3,87,9.5,12.7,7.06
2010-03-25,10.8,14.3,7.6,82,10.7,20.2,15.67
2010-03-26,10.6,14.8,6.6,78,1.0,15.8,13.17
2010-03-27,12.1,16.5,8.3,77,0.0,5.5,16.3
2010-03-28,13.1,19.6,7.5,74,0.0,8.5,20.88
2010-03-29,12.0,17.4,8.6,86,7.4,19.0,11.72
2010-03-30,10.6,13.7,8.0,73,1.0,17.5,13.41
2010-03-31,10.3,14.0,5.8,77,0.1,12.4,11.71
2010-04-01,9.7,13.5,5.9,73,0.0,10.4,15.78
2010-04-02,10.4,15.3,5.3,73,0.0,8.4,14.2
2010-04-03,10.6,14.4,7.1,81,1.5,13.3,15.85
2010-04-04,10.7,16.9,4.9,67,0.0,9.8,24.55
2010-04-05,13.7,20.7,7.6,53,0.0,14.2,24.75
2010-04-06,14.5,20.9,9.1,62,0.0,10.8,21.52
2010-04-07,14.5,20.7,9.0,66,0.0,9.2,24.69
2010-04-08,15.6,21.7,10.4,51,0.0,14.2,25.18
2010-04-09,16.4,22.9,10.7,50,0.0,14.2,25.28
2010-04-10,16.5,22.2,11.2,46,0.0,18.5,25.39
2010-04-11,17.3,23.4,11.9,46,0.0,13.0,25.7
2010-04-12,15.9,22.6,9.9,65,0.6,5.9,20.71
2010-04-13,14.6,19.8,10.7,67,13.2,15.2,18.97
2010-04-14,13.9,16.6,11.7,90,24.3,16.3,6.43
2010-04-15,15.7,19.0,13.6,84,6.2,17.4,13.6
2010-04-16,15.0,19.7,12.6,81,5.1,19.1,17.02
2010-04-17,14.2,18.6,11.9,88,8.0,8.7,13.64
2010-04-18,14.4,17.7,11.8,86,9.0,9.6,13.91
2010-04-19,15.7,19.9,11.5,77,0.3,8.7,12.99
2010-04-20,18.3,23.7,13.7,68,0.1,10.8,20.02
2010-04-21,16.8,21.4,13.2,80,7.4,7.6,16.33
2010-04-22,15.9,20.3,11.8,86,2.5,7.3,18.93
2010-04-23,15.7,20.7,11.5,80,0.0,8.4,19.89
2010-04-24,15.2,20.1,9.5,81,0.5,7.4,18.72
2010-04-25,18.7,25.9,11.1,74,0.0,7.4,26.87
2010-04-26,21.5,28.4,13.5,68,0.0,6.7,26.78
2010-04-27,23.0,29.2,16.5,64,0.0,8.0,24.05
2010-04-28,23.1,29.6,16.5,61,0.0,9.0,23.86
2010-04-29,18.6,24.0,13.8,73,0.0,10.7,23.69
2010-04-30,15.3,20.5,11.4,74,0.1,12.4,21.41
2010-05-01,16.0,21.4,11.0,72,0.0,15.2,19.49
2010-05-02,15.6,21.2,11.4,72,0.0,15.8,26.06
2010-05-03,14.5,20.2,9.4,53,0.0,19.4,27.39
2010-05-04,13.5,19.1,7.6,45,0.0,15.5,27.03
2010-05-05,13.9,19.8,7.6,46,0.0,10.4,29.2
2010-05-06,15.5,22.1,8.2,57,0.0,7.3,28.05
2010-05-07,14.1,18.3,9.5,73,0.7,15.0,19.61
2010-05-08,13.9,16.5,12.5,85,18.2,14.5,6.98
2010-05-09,14.2,18.0,10.1,81,7.5,15.8,17.87
2010-05-10,13.0,17.1,8.9,66,0.0,10.4,18.05
2010-05-11,12.6,17.9,7.9,82,4.5,10.3,21.56
2010-05-12,12.0,15.7,8.7,72,1.7,14.4,22.63
2010-05-13,11.7,16.6,6.9,71,0.3,13.4,24.17
2010-05-14,12.2,15.9,8.0,75,0.0,16.5,12.4
2010-05-15,13.6,18.7,9.1,69,0.0,15.3,28.27
2010-05-16,15.8,22.6,8.2,64,0.0,8.0,29.56
2010-05-17,19.1,25.9,12.0,57,0.0,9.8,29.71
2010-05-18,21.5,28.5,13.9,53,0.0,10.0,29.6
2010-05-19,23.2,30.1,15.7,48,0.0,11.7,29.54
2010-05-20,23.5,29.4,18.5,43,0.0,16.6,29.49
2010-05-21,24.9,31.6,18.3,38,0.0,14.7,29.67
2010-05-22,24.5,31.2,16.1,44,0.0,5.5,29.55
2010-05-23,22.9,30.6,16.2,53,0.0,11.9,28.99
2010-05-24,19.7,25.3,15.8,57,0.2,15.3,25.83
2010-05-25,17.9,21.4,15.3,72,0.8,17.6,15.04
2010-05-26,17.6,22.7,13.1,70,0.0,7.9,16.99
2010-05-27,17.3,22.2,12.6,68,0.2,13.3,22.45
2010-05-28,17.6,23.6,12.4,67,0.0,15.7,24.43
2010-05-29,18.9,26.1,12.4,67,0.0,13.7,25.18
2010-05-30,22.2,30.7,13.9,63,0.0,9.8,29.46
2010-05-31,25.9,33.9,17.4,57,0.0,8.4,29.83
2010-06-01,26.9,34.8,18.5,55,0.0,9.2,28.7
2010-06-02,27.3,34.0,20.7,47,0.0,7.3,22.68
2010-06-03,24.4,33.2,17.2,56,0.0,12.6,30.11
2010-06-04,23.1,31.5,16.3,59,0.0,11.2,29.27
2010-06-05,20.1,27.1,15.8,67,0.0,13.0,27.44
2010-06-06,20.7,28.4,14.2,61,0.0,16.0,29.43
2010-06-07,20.3,26.7,14.5,64,0.0,14.7,29.86
2010-06-08,17.8,21.7,15.0,73,3.8,13.4,12.75
2010-06-09,16.2,19.5,14.0,86,15.4,19.9,16.69
2010-06-10,15.7,19.0,13.2,82,2.7,14.1,16.78
2010-06-11,16.5,21.4,12.9,79,0.7,13.4,17.9
2010-06-12,17.1,21.1,14.0,74,0.1,14.7,17.05
2010-06-13,19.8,25.2,14.1,64,0.0,10.7,21.29
2010-06-14,21.1,26.7,15.3,65,0.0,11.3,26.72
2010-06-15,20.2,25.3,14.9,45,0.0,15.9,31.0
2010-06-16,20.3,25.6,14.2,50,0.0,11.6,24.59
2010-06-17,21.3,28.1,14.6,55,0.0,8.4,27.0
2010-06-18,19.1,24.9,13.5,66,0.0,12.2,28.35
2010-06-19,20.2,27.6,14.4,65,0.0,12.9,29.06
2010-06-20,21.7,30.0,13.9,58,0.0,10.0,29.68
2010-06-21,24.0,31.0,17.4,37,0.0,10.8,30.85
2010-06-22,24.9,32.9,16.2,42,0.0,8.9,30.69
2010-06-23,25.6,35.0,17.2,49,0.0,9.6,29.91
2010-06-24,24.6,32.9,16.9,54,0.0,9.5,28.85
2010-06-25,25.1,32.5,18.4,52,0.0,7.2,26.73
2010-06-26,25.8,32.3,19.6,57,0.7,6.9,26.25
2010-06-27,25.8,32.8,19.2,59,0.3,9.0,26.79
2010-06-28,26.0,33.4,18.8,59,0.0,7.7,27.85
2010-06-29,27.6,35.1,20.0,54,0.4,9.6,27.23
2010-06-30,28.3,36.2,20.3,49,0.0,8.8,27.57
2010-07-01,26.4,34.4,20.2,52,0.0,11.7,28.4
2010-07-02,23.6,31.3,17.2,58,0.0,12.6,24.58
2010-07-03,25.4,33.3,17.9,60,0.0,8.9,28.08
2010-07-04,31.0,38.1,23.6,40,0.0,12.7,29.29
2010-07-05,33.1,40.1,25.9,34,0.0,12.1,29.75
2010-07-06,33.2,39.8,27.2,31,0.0,9.6,28.85
2010-07-07,31.2,38.0,24.3,43,0.0,8.0,24.13
2010-07-08,26.8,33.9,21.0,57,0.0,12.6,28.23
2010-07-09,25.2,34.0,18.6,59,0.0,14.1,29.35
2010-07-10,26.4,36.0,18.4,53,0.0,13.6,30.03
2010-07-11,25.6,34.9,18.5,49,0.0,14.6,30.11
2010-07-12,22.2,29.6,16.1,57,0.0,15.7,30.02
2010-07-13,22.1,28.7,17.1,63,0.0,14.8,27.64
2010-07-14,21.0,27.6,15.8,59,0.0,16.0,27.71
2010-07-15,21.1,29.7,13.7,52,0.0,13.4,30.57
2010-07-16,23.1,30.8,16.5,57,0.0,15.5,29.14
2010-07-17,25.2,34.5,16.0,51,0.0,9.9,29.51
2010-07-18,27.3,36.5,18.7,47,0.0,9.5,29.7
2010-07-19,24.7,34.3,17.2,58,0.0,13.9,29.83
2010-07-20,22.8,29.3,17.5,62,0.0,20.7,29.28
2010-07-21,22.4,28.8,17.8,61,0.0,16.5,26.56
2010-07-22,22.0,30.2,14.7,57,0.0,13.4,28.25
2010-07-23,26.1,35.0,17.0,43,0.0,9.3,29.46
2010-07-24,29.2,37.1,20.7,30,0.0,11.3,29.71
2010-07-25,30.7,38.3,22.1,24,0.0,9.8,29.54
2010-07-26,31.9,38.1,25.4,22,0.0,13.9,29.2
2010-07-27,32.6,40.1,26.2,23,0.0,13.5,28.96
2010-07-28,31.2,40.0,22.9,34,0.0,8.5,27.7
2010-07-29,30.2,38.8,22.3,36,0.0,11.7,28.83
2010-07-30,29.0,38.6,18.9,46,0.0,7.9,28.43
2010-07-31,26.8,35.5,18.8,53,0.0,9.1,28.92
2010-08-01,24.5,33.0,17.8,62,0.0,10.2,27.18
2010-08-02,24.6,33.1,16.7,57,0.0,13.2,28.44
2010-08-03,29.0,36.9,21.2,37,0.0,11.6,28.03
2010-08-04,29.9,37.7,21.9,33,0.0,12.9,28.06
2010-08-05,28.1,36.4,19.5,42,0.0,11.9,27.93
2010-08-06,30.7,38.1,22.9,27,0.0,9.9,27.76
2010-08-07,32.8,39.7,24.9,23,0.0,7.8,27.64
2010-08-08,30.9,36.9,24.6,36,0.0,7.3,22.08
2010-08-09,31.8,38.3,24.7,41,2.0,7.1,24.43
2010-08-10,31.9,38.8,25.0,39,0.0,9.9,25.13
2010-08-11,30.2,37.6,24.0,27,0.0,13.1,27.36
2010-08-12,25.1,31.9,19.4,49,0.0,17.2,27.31
2010-08-13,26.8,34.2,19.9,40,0.0,12.7,26.87
2010-08-14,26.5,33.0,20.4,31,0.0,12.5,26.95
2010-08-15,27.1,34.8,19.6,30,0.0,10.0,27.07
2010-08-16,24.7,32.6,15.8,48,0.0,5.7,26.87
2010-08-17,25.0,30.4,19.9,53,0.0,6.6,19.42
2010-08-18,23.1,30.8,18.1,65,0.0,14.4,22.96
2010-08-19,23.9,31.9,17.4,62,0.0,9.9,25.35
2010-08-20,26.2,35.0,17.3,53,0.0,6.7,25.95
2010-08-21,29.7,37.8,23.4,44,0.0,10.8,23.07
2010-08-22,25.2,33.2,19.7,55,0.0,11.8,25.06
2010-08-23,22.6,30.3,17.2,71,0.0,14.4,19.71
2010-08-24,24.3,32.0,18.4,56,0.0,11.3,24.7
2010-08-25,28.0,36.9,18.7,45,0.0,6.5,24.98
2010-08-26,26.9,35.0,19.6,53,0.0,8.9,25.02
2010-08-27,25.5,32.7,20.5,54,0.0,12.0,24.25
2010-08-28,26.6,36.1,17.8,46,0.0,10.3,24.85
2010-08-29,29.9,38.7,20.9,32,0.0,10.4,24.63
2010-08-30,31.9,39.7,23.2,26,0.0,9.6,24.71
2010-08-31,30.6,37.2,25.5,27,0.8,12.0,19.73
2010-09-01,24.3,30.3,19.5,57,0.0,10.3,22.34
2010-09-02,23.7,32.0,17.3,62,0.0,12.6,23.61
2010-09-03,25.3,34.3,17.4,55,0.0,8.9,23.77
2010-09-04,25.4,33.8,18.0,55,0.0,9.0,23.55
2010-09-05,24.1,32.5,18.2,60,0.0,10.6,22.71
2010-09-06,22.5,28.7,17.9,66,0.0,13.0,19.9
2010-09-07,19.8,24.0,16.5,74,1.1,16.6,15.09
2010-09-08,19.4,24.4,14.5,65,0.0,11.9,17.13
2010-09-09,21.8,29.5,15.1,58,0.0,8.5,23.17
2010-09-10,25.6,33.5,17.5,39,0.0,8.8,22.85
2010-09-11,26.5,34.8,18.2,40,0.0,8.3,22.66
2010-09-12,28.3,36.0,20.5,37,0.0,8.6,22.0
2010-09-13,28.2,34.7,21.5,39,0.0,7.1,21.86
2010-09-14,28.2,36.6,19.3,47,0.0,6.1,21.43
2010-09-15,24.4,27.7,20.7,56,0.0,9.2,9.23
2010-09-16,22.5,27.4,19.0,70,0.9,7.6,15.74
2010-09-17,21.7,28.6,16.6,67,0.0,8.8,19.18
2010-09-18,21.6,28.0,15.3,66,0.0,4.4,19.1
2010-09-19,24.1,30.2,17.7,49,0.0,7.9,20.25
2010-09-20,22.6,28.0,18.2,56,0.0,8.7,17.48
2010-09-21,21.6,27.7,15.7,63,0.0,4.8,15.7
2010-09-22,22.8,29.4,17.8,55,0.0,9.8,19.68
2010-09-23,20.4,25.3,16.8,67,0.0,8.3,11.4
2010-09-24,20.2,25.6,16.2,69,0.0,11.0,15.18
2010-09-25,19.2,26.2,13.1,58,0.0,10.0,20.37
2010-09-26,20.4,26.9,14.1,44,0.0,8.8,20.25
2010-09-27,19.1,26.3,13.0,56,0.0,10.1,19.48
2010-09-28,18.5,26.7,11.5,62,0.0,8.3,19.67
2010-09-29,19.1,26.8,12.3,65,0.0,9.8,19.3
2010-09-30,18.9,25.2,15.1,67,0.0,13.5,18.13
2010-10-01,18.4,25.5,12.6,57,0.0,11.3,18.91
2010-10-02,17.9,24.6,11.3,70,0.0,9.8,16.89
2010-10-03,17.0,19.1,15.2,90,31.1,24.3,3.15
2010-10-04,16.2,20.2,13.5,75,0.0,14.2,14.59
2010-10-05,15.8,21.4,10.0,77,0.0,5.1,16.95
2010-10-06,17.0,21.1,13.5,89,0.2,7.4,6.56
2010-10-07,18.7,22.7,14.3,80,0.3,11.7,10.71
2010-10-08,19.3,22.5,17.8,85,42.8,23.4,5.62
2010-10-09,16.3,20.0,13.6,82,8.5,11.1,14.04
2010-10-10,15.4,19.3,13.0,88,4.8,6.0,10.04
2010-10-11,15.8,21.1,10.9,80,0.0,8.8,16.52
2010-10-12,17.5,22.0,13.5,77,0.0,6.2,14.07
2010-10-13,17.5,22.7,11.7,78,0.0,5.9,14.97
2010-10-14,18.0,22.4,15.4,83,0.0,7.2,12.62
2010-10-15,16.6,20.7,14.0,80,0.0,7.2,14.88
2010-10-16,15.7,21.0,11.8,78,0.0,5.7,14.22
2010-10-17,15.4,21.1,10.5,59,0.0,9.9,16.39
2010-10-18,14.8,20.4,10.4,56,0.0,10.2,16.37
2010-10-19,14.4,21.3,8.8,56,0.0,8.3,16.36
2010-10-20,14.9,22.3,8.8,61,0.0,5.3,16.08
2010-10-21,15.5,22.5,9.9,63,0.0,6.4,15.6
2010-10-22,15.5,20.6,10.3,73,0.0,4.4,9.5
2010-10-23,15.7,21.3,10.2,76,0.0,8.9,14.73
2010-10-24,15.6,21.0,11.2,78,0.0,13.8,14.16
2010-10-25,17.7,21.9,14.0,75,0.1,11.3,9.29
2010-10-26,15.1,21.2,10.7,47,0.0,9.3,14.79
2010-10-27,14.8,22.1,7.7,62,0.0,5.2,13.11
2010-10-28,16.3,22.2,12.2,59,0.0,6.9,8.37
2010-10-29,14.5,16.7,11.8,88,20.1,16.4,2.28
2010-10-30,13.4,15.2,11.6,88,14.7,18.9,2.45
2010-10-31,13.1,15.5,11.4,84,8.1,26.5,8.67
2010-11-01,13.7,17.7,11.1,78,0.0,17.1,10.32
2010-11-02,14.3,20.6,9.6,79,0.0,9.3,13.27
2010-11-03,15.5,22.3,10.2,78,0.0,6.4,13.1
2010-11-04,17.1,23.8,12.2,72,0.0,9.9,12.99
2010-11-05,17.2,23.4,13.0,71,0.0,9.2,12.86
2010-11-06,15.9,21.9,11.7,77,0.0,8.1,12.22
2010-11-07,13.5,17.2,10.2,79,0.0,17.2,9.42
2010-11-08,12.8,15.7,9.6,83,0.8,23.3,4.04
2010-11-09,12.7,14.5,11.0,82,3.7,24.9,9.12
2010-11-10,12.0,15.8,8.7,78,0.0,12.0,9.93
2010-11-11,11.8,16.6,7.2,83,0.0,7.7,7.24
2010-11-12,12.7,16.4,8.2,86,0.0,3.7,7.97
2010-11-13,13.9,17.2,10.7,86,0.1,12.8,5.08
2010-11-14,12.9,15.3,8.6,80,15.8,16.1,9.12
2010-11-15,10.1,14.1,7.4,79,0.0,9.1,8.97
2010-11-16,8.8,13.3,4.8,87,2.1,5.6,7.78
2010-11-17,11.9,15.1,9.4,80,9.9,15.4,9.29
2010-11-18,10.9,14.4,7.7,83,0.0,6.1,6.65
2010-11-19,11.2,12.8,9.4,91,7.3,11.2,2.43
2010-11-20,12.5,14.9,10.2,81,6.0,16.1,8.97
2010-11-21,10.9,13.8,9.4,82,1.9,16.2,8.29
2010-11-22,10.1,13.3,7.0,83,0.0,7.1,7.74
2010-11-23,9.6,10.9,6.8,92,15.5,10.1,1.18
2010-11-24,11.9,16.0,8.3,85,0.8,8.4,6.71
2010-11-25,9.1,14.2,5.3,76,0.0,6.3,8.25
2010-11-26,8.2,11.3,5.9,60,0.0,17.6,5.72
2010-11-27,7.7,11.9,4.6,62,0.0,12.7,8.05
2010-11-28,6.6,11.3,3.9,77,0.0,8.0,10.37
2010-11-29,6.0,8.6,3.7,86,6.5,12.8,2.94
2010-11-30,7.7,10.6,5.6,89,4.6,12.4,6.58
2010-12-01,7.2,11.6,4.0,86,0.4,8.3,6.81
2010-12-02,6.2,9.9,3.0,79,3.0,12.8,9.81
2010-12-03,5.1,9.4,-0.6,72,1.7,6.5,10.24
2010-12-04,5.8,9.5,1.8,68,0.9,17.9,5.48
2010-12-05,13.6,16.5,9.2,90,46.2,21.7,1.86
2010-12-06,15.7,17.8,14.8,92,25.7,21.2,5.84
2010-12-07,14.7,16.7,13.5,96,37.5,22.3,3.28
2010-12-08,13.8,15.3,12.6,93,10.5,11.4,3.43
2010-12-09,15.5,19.5,12.8,92,7.5,14.7,4.64
2010-12-10,15.7,19.1,13.6,79,0.0,20.6,6.03
2010-12-11,14.9,19.3,12.2,80,0.0,13.3,8.49
2010-12-12,12.3,15.9,9.2,91,0.0,4.9,4.39
2010-12-13,11.1,15.4,8.9,93,0.0,5.4,7.35
2010-12-14,10.6,16.5,7.3,79,0.0,7.4,8.22
2010-12-15,7.4,11.1,4.7,50,0.0,18.3,9.8
2010-12-16,4.6,9.0,1.5,54,0.0,15.5,9.75
2010-12-17,4.8,11.1,0.2,67,0.0,8.0,9.08
2010-12-18,6.7,10.6,2.8,71,0.0,13.9,5.66
2010-12-19,9.1,12.9,5.2,75,0.0,11.6,8.49
2010-12-20,10.6,14.2,8.0,87,16.9,14.3,5.03
2010-12-21,13.6,15.0,12.8,96,22.7,17.2,2.72
2010-12-22,11.1,13.3,7.7,94,6.8,11.2,4.15
2010-12-23,7.7,9.8,4.8,77,0.0,21.9,8.5
2010-12-24,5.5,9.5,1.2,71,0.1,5.7,8.69
2010-12-25,6.6,8.2,5.2,70,4.2,16.4,1.51
2010-12-26,5.1,9.9,1.3,62,0.0,11.5,8.98
2010-12-27,6.0,10.5,1.7,72,0.0,11.6,4.76
2010-12-28,11.0,14.4,8.8,88,2.4,16.0,4.22
2010-12-29,13.0,16.5,10.9,79,5.9,14.3,5.36
2010-12-30,12.3,13.8,11.4,90,16.7,17.7,2.44
2010-12-31,11.8,14.7,9.2,96,10.3,11.1,2.76
2011-01-01,11.7,14.1,8.6,91,0.0,3.2,3.53
2011-01-02,9.9,14.5,7.3,92,0.0,5.2,7.42
2011-01-03,9.1,13.2,6.3,92,0.0,4.5,5.53
2011-01-04,11.8,13.6,10.1,90,0.9,9.4,1.97
2011-01-05,13.0,14.6,11.4,97,11.3,17.3,1.93
2011-01-06,14.9,15.8,14.5,96,14.3,23.2,2.42
2011-01-07,13.6,15.9,12.2,90,11.3,19.9,5.98
2011-01-08,12.1,13.9,9.3,92,12.1,19.6,3.9
2011-01-09,9.7,12.7,5.8,86,1.2,10.4,6.79
2011-01-10,9.8,13.1,5.8,89,4.1,11.1,2.75
2011-01-11,13.0,15.7,10.0,88,1.5,10.3,5.93
2011-01-12,10.3,13.4,7.7,94,0.0,5.0,6.13
2011-01-13,9.9,14.7,6.8,92,0.0,8.0,8.03
2011-01-14,9.4,13.9,6.5,93,0.0,5.6,5.82
2011-01-15,9.7,13.4,6.4,91,0.0,7.6,5.67
2011-01-16,10.3,14.6,6.9,85,0.0,6.5,9.14
2011-01-17,11.6,15.3,9.3,87,0.0,6.9,4.39
2011-01-18,11.3,16.3,7.9,85,0.0,9.2,9.76
2011-01-19,11.2,15.2,8.7,82,0.0,9.1,7.75
2011-01-20,10.4,15.3,6.7,79,0.0,10.5,10.78
2011-01-21,8.4,11.7,5.7,56,0.0,21.5,10.71
2011-01-22,5.1,8.8,2.1,43,0.0,25.0,10.84
2011-01-23,4.5,8.3,1.5,47,0.0,24.3,11.37
2011-01-24,6.7,11.2,3.8,51,0.0,24.6,11.03
2011-01-25,7.1,11.1,4.5,55,0.0,18.8,7.69
2011-01-26,7.2,12.4,3.9,65,0.0,13.0,11.45
2011-01-27,5.4,10.8,0.8,85,4.4,5.3,7.45
2011-01-28,7.0,11.6,4.2,91,2.7,9.4,7.86
2011-01-29,5.6,11.0,1.6,87,1.8,10.4,10.02
2011-01-30,5.2,11.2,-1.0,80,0.0,8.5,11.23
2011-01-31,6.1,11.7,1.7,72,0.0,9.5,11.98
2011-02-01,6.0,11.9,1.3,67,0.0,9.5,12.77
2011-02-02,6.7,13.5,2.0,65,0.0,9.9,13.17
2011-02-03,8.7,16.8,2.7,70,0.0,8.3,12.52
2011-02-04,9.6,17.1,3.7,72,0.0,6.0,13.21
2011-02-05,9.5,17.2,4.0,75,0.0,6.4,13.29
2011-02-06,10.0,17.7,4.1,74,0.0,6.3,13.43
2011-02-07,10.0,16.9,4.1,78,0.0,6.2,13.54
2011-02-08,9.4,14.3,4.0,82,0.0,9.4,10.5
2011-02-09,11.7,15.8,9.4,78,0.0,11.9,7.25
2011-02-10,10.8,16.3,5.9,76,0.0,9.1,12.34
2011-02-11,10.9,16.5,6.3,81,0.4,9.4,12.5
2011-02-12,10.0,14.3,5.3,86,0.2,6.7,10.45
2011-02-13,8.6,11.3,6.0,91,9.2,15.3,3.73
2011-02-14,8.3,11.5,3.9,89,8.9,15.0,6.08
2011-02-15,9.8,12.3,6.2,90,8.1,14.9,7.27
2011-02-16,8.9,11.6,6.2,86,16.9,23.9,7.07
2011-02-17,9.8,12.3,7.9,78,3.1,25.1,10.48
2011-02-18,10.4,15.2,5.7,83,1.4,11.1,7.65
2011-02-19,11.8,12.7,11.0,97,35.2,10.6,1.27
2011-02-20,11.4,16.2,8.4,88,1.6,11.4,9.8
2011-02-21,12.0,15.9,8.6,85,0.0,13.1,9.32
2011-02-22,12.8,16.0,9.3,82,0.0,16.1,13.58
2011-02-23,12.1,18.9,5.9,80,0.0,7.2,16.03
2011-02-24,13.4,20.8,7.1,79,0.0,6.2,16.2
2011-02-25,14.1,21.8,7.5,74,0.0,7.9,16.77
