date,temperature_2m_mean,temperature_2m_max,temperature_2m_min,relative_humidity_2m_mean,precipitation_sum,wind_speed_10m_mean,shortwave_radiation_sum
2017-09-26,20.6,28.7,14.1,54,0.0,9.4,19.96
2017-09-27,21.4,29.2,14.5,52,0.0,6.4,19.39
2017-09-28,23.1,31.2,15.5,59,0.0,7.8,18.1
2017-09-29,23.5,30.6,18.1,51,0.0,9.3,18.35
2017-09-30,21.2,27.4,17.3,62,0.0,13.3,17.17
2017-10-01,24.4,31.9,17.4,47,0.0,10.9,17.38
2017-10-02,26.7,33.6,20.5,40,0.0,12.6,17.88
2017-10-03,26.2,33.9,20.6,48,0.0,8.4,17.95
2017-10-04,22.6,30.1,15.5,52,0.0,6.4,18.06
2017-10-05,22.8,31.6,15.0,62,0.0,6.5,17.56
2017-10-06,26.7,34.8,20.2,34,0.0,9.1,17.67
2017-10-07,25.3,32.1,19.8,26,0.0,18.2,17.94
2017-10-08,23.6,31.0,16.9,23,0.0,9.4,17.83
2017-10-09,23.1,31.4,15.1,35,0.0,6.0,17.63
2017-10-10,22.8,30.9,14.6,36,0.0,7.1,17.44
2017-10-11,22.7,30.9,13.9,40,0.0,4.7,17.06
2017-10-12,24.0,30.5,18.4,32,0.0,12.9,16.5
2017-10-13,19.7,26.3,13.0,68,0.0,4.9,15.94
2017-10-14,24.3,33.1,17.2,44,0.0,8.4,12.52
2017-10-15,27.6,34.8,21.6,29,0.0,16.1,14.98
2017-10-16,22.9,26.3,18.4,54,1.9,10.1,7.38
2017-10-17,17.9,21.8,14.7,72,9.6,12.3,14.69
2017-10-18,16.0,18.9,13.3,80,6.8,12.2,10.63
2017-10-19,17.0,19.4,14.5,84,0.5,6.4,6.04
2017-10-20,19.4,22.4,17.7,90,2.5,9.3,5.36
2017-10-21,17.6,21.0,13.4,72,0.3,13.4,14.71
2017-10-22,15.7,22.4,10.1,64,0.0,9.1,14.9
2017-10-23,17.4,24.8,11.7,54,0.0,15.4,14.66
2017-10-24,19.3,27.6,12.8,51,0.0,12.3,14.56
2017-10-25,19.1,27.6,12.6,60,0.0,10.4,14.57
2017-10-26,20.4,28.7,14.6,66,0.0,11.8,14.05
2017-10-27,22.7,31.0,16.2,42,0.0,17.0,14.17
2017-10-28,22.7,28.6,18.2,34,0.0,19.0,14.0
2017-10-29,20.7,27.1,15.4,33,0.0,15.7,13.98
2017-10-30,19.0,25.0,14.3,41,0.0,20.7,13.8
2017-10-31,18.6,25.6,13.2,50,0.0,12.8,13.51
2017-11-01,18.1,23.7,13.1,61,0.0,11.9,9.03
2017-11-02,16.7,20.4,14.9,83,16.8,11.5,6.11
2017-11-03,15.5,19.0,13.6,89,13.3,12.5,7.4
2017-11-04,15.1,18.3,12.8,88,3.7,15.6,7.23
2017-11-05,13.9,19.1,10.5,72,0.0,9.9,12.33
2017-11-06,13.0,18.1,9.4,62,0.0,14.9,12.69
2017-11-07,13.0,19.8,8.0,68,0.0,10.5,12.68
2017-11-08,12.7,17.8,9.3,63,0.0,13.7,12.3
2017-11-09,11.8,16.0,8.3,53,0.0,19.7,12.54
2017-11-10,13.5,20.4,7.9,60,0.0,10.6,11.87
2017-11-11,13.6,20.3,8.6,74,0.0,7.1,12.01
2017-11-12,12.7,20.3,7.0,78,0.0,7.3,11.89
2017-11-13,13.8,20.3,8.3,63,0.0,12.6,11.67
2017-11-14,11.6,17.2,7.1,51,0.0,14.3,11.66
2017-11-15,12.0,18.6,7.2,57,0.0,10.2,11.44
2017-11-16,12.2,19.8,6.5,61,0.0,7.8,11.42
2017-11-17,13.1,21.0,7.6,62,0.0,8.9,11.27
2017-11-18,13.5,21.1,8.5,59,0.0,11.6,11.16
2017-11-19,13.8,21.4,8.7,56,0.0,14.4,11.1
2017-11-20,14.1,22.0,8.7,55,0.0,13.5,11.07
2017-11-21,14.1,22.9,7.4,53,0.0,10.5,10.95
2017-11-22,14.8,21.8,8.6,55,0.0,11.0,7.93
2017-11-23,17.3,20.8,14.8,69,3.8,19.7,4.99
2017-11-24,16.2,20.4,13.4,87,3.8,11.3,6.56
2017-11-25,14.3,17.8,10.5,79,0.0,6.8,6.21
2017-11-26,12.5,17.0,8.7,61,0.0,19.1,9.17
2017-11-27,11.6,16.4,8.4,56,0.0,15.6,7.73
2017-11-28,10.1,11.6,8.9,90,14.0,14.5,1.48
2017-11-29,10.2,15.4,7.3,78,0.0,9.7,9.84
2017-11-30,8.0,13.0,4.5,59,0.0,15.7,10.32
2017-12-01,7.4,13.0,2.6,73,0.0,11.6,9.79
2017-12-02,6.9,12.4,2.6,59,0.0,13.2,10.06
2017-12-03,7.1,12.2,4.4,62,0.0,14.7,9.98
2017-12-04,6.9,13.4,2.4,63,0.0,15.8,9.88
2017-12-05,7.6,13.8,3.5,68,0.0,15.4,9.84
2017-12-06,7.4,13.4,3.3,71,0.0,12.5,8.72
2017-12-07,8.5,14.4,3.9,70,0.0,8.6,9.22
2017-12-08,10.7,13.7,7.9,85,0.2,5.9,2.29
2017-12-09,14.6,17.3,13.0,91,0.2,14.1,4.3
2017-12-10,13.8,15.9,11.7,89,10.1,24.0,3.0
2017-12-11,9.3,14.2,6.0,79,17.9,22.2,6.28
2017-12-12,7.5,13.6,3.4,73,0.0,9.0,9.36
2017-12-13,8.9,11.6,4.9,81,0.2,5.2,1.89
2017-12-14,13.0,15.9,10.6,94,0.8,13.1,2.48
2017-12-15,11.9,15.1,7.1,88,1.1,15.0,4.18
2017-12-16,7.8,13.3,3.2,68,0.0,9.8,9.36
2017-12-17,7.0,12.0,3.8,68,0.0,13.1,9.42
2017-12-18,7.6,14.2,3.1,71,0.0,10.5,9.27
2017-12-19,10.1,16.9,4.9,74,0.0,14.3,9.15
2017-12-20,8.8,15.0,4.3,69,0.0,10.8,9.18
2017-12-21,9.9,15.0,6.4,64,0.0,16.1,9.1
2017-12-22,9.7,17.2,4.6,79,0.0,8.4,9.14
2017-12-23,9.8,14.8,6.9,69,0.0,16.4,9.06
2017-12-24,9.4,15.7,5.1,80,0.8,12.6,8.15
2017-12-25,10.3,13.7,6.8,91,4.8,13.0,4.25
2017-12-26,9.5,13.0,4.6,92,5.6,14.9,2.48
2017-12-27,12.2,13.8,9.8,79,2.8,20.8,5.08
2017-12-28,14.4,16.0,13.5,93,4.4,20.8,1.37
2017-12-29,13.9,16.0,12.4,96,1.4,11.5,2.09
2017-12-30,13.4,15.9,10.0,91,0.0,6.0,5.76
2017-12-31,10.9,14.5,7.0,90,0.8,13.6,3.15
2018-01-01,9.3,13.9,3.7,90,0.0,8.1,5.56
2018-01-02,11.2,14.8,6.5,92,0.0,8.3,4.57
2018-01-03,14.3,16.2,13.0,93,0.5,9.7,2.84
2018-01-04,13.5,16.3,11.7,94,1.9,10.7,3.86
2018-01-05,11.2,12.8,7.5,88,17.5,15.9,1.89
2018-01-06,7.1,10.8,3.8,74,0.0,14.2,9.91
2018-01-07,6.2,11.4,2.3,74,0.5,9.0,8.49
2018-01-08,6.7,11.0,3.5,79,0.4,11.6,9.94
2018-01-09,7.3,9.9,4.0,89,12.1,13.0,0.91
2018-01-10,9.1,13.2,6.3,89,6.7,12.7,5.33
2018-01-11,9.2,12.8,4.4,77,0.0,12.2,5.66
2018-01-12,6.7,11.6,2.1,82,0.0,6.8,8.17
2018-01-13,9.0,12.2,6.2,85,16.4,12.5,6.25
2018-01-14,6.9,11.0,4.4,87,0.4,7.6,6.63
2018-01-15,6.6,13.3,1.8,76,0.0,9.0,10.36
2018-01-16,9.9,13.5,6.4,90,0.1,7.2,2.56
2018-01-17,11.6,16.8,8.3,82,0.0,9.0,10.54
2018-01-18,10.0,16.3,5.5,73,0.0,13.8,10.66
2018-01-19,10.5,18.5,5.3,81,0.0,6.9,10.83
2018-01-20,10.1,15.9,4.3,83,0.0,10.2,10.77
2018-01-21,11.4,16.1,8.3,87,0.0,9.4,9.23
2018-01-22,11.5,17.4,7.4,86,0.0,8.2,10.98
2018-01-23,9.9,16.2,5.3,83,0.0,6.6,11.12
2018-01-24,8.1,13.4,3.5,90,0.0,6.5,9.55
2018-01-25,8.9,11.7,5.9,90,5.5,14.4,4.73
2018-01-26,7.8,12.6,4.6,79,0.0,15.1,11.22
2018-01-27,8.8,14.1,4.1,66,0.0,13.5,10.13
2018-01-28,9.8,16.4,4.2,60,0.0,22.2,11.35
2018-01-29,12.4,17.6,9.3,65,0.0,24.3,11.99
2018-01-30,11.0,16.6,7.3,66,0.0,20.1,12.29
2018-01-31,10.6,17.1,6.2,70,0.0,14.0,12.24
2018-02-01,9.2,13.6,5.8,75,0.0,18.0,10.42
2018-02-02,7.4,12.6,3.3,62,0.0,12.9,12.7
2018-02-03,7.6,13.4,2.3,72,0.0,9.9,8.76
2018-02-04,7.7,12.0,5.0,68,0.4,12.3,11.73
2018-02-05,6.9,12.6,2.4,61,0.5,11.1,12.31
2018-02-06,5.7,10.9,1.6,58,0.0,12.4,13.27
2018-02-07,6.0,11.4,2.2,56,0.0,16.3,12.36
2018-02-08,5.5,11.0,1.5,57,0.0,13.3,13.52
2018-02-09,7.4,12.3,4.9,78,0.1,7.6,6.33
2018-02-10,8.1,14.0,3.1,73,0.0,10.4,13.62
2018-02-11,11.1,14.9,7.1,87,0.5,11.8,5.56
2018-02-12,9.5,13.8,5.5,73,0.0,12.5,14.22
2018-02-13,8.1,12.2,2.9,80,0.0,12.9,6.99
2018-02-14,11.4,14.6,7.7,78,0.0,13.9,4.01
2018-02-15,12.7,15.0,11.0,85,0.0,8.6,3.56
2018-02-16,12.6,18.6,8.8,83,0.0,9.0,12.72
2018-02-17,10.9,14.6,7.8,86,0.0,4.8,7.13
2018-02-18,11.0,16.3,7.5,55,0.0,16.9,15.3
2018-02-19,12.5,17.9,8.9,61,0.0,13.5,12.4
2018-02-20,13.3,19.8,8.5,60,0.0,12.7,15.14
2018-02-21,12.4,17.8,8.0,51,0.0,19.3,16.0
2018-02-22,9.2,15.6,3.7,49,0.0,12.8,16.51
2018-02-23,9.1,15.8,4.0,46,0.0,15.1,16.38
2018-02-24,8.9,16.4,2.9,46,0.0,10.3,16.84
2018-02-25,11.1,18.6,4.5,45,0.0,11.2,16.63
2018-02-26,12.1,19.8,5.7,56,4.1,14.0,11.15
2018-02-27,12.9,15.6,11.8,86,13.2,16.0,4.58
2018-02-28,13.1,14.2,12.5,94,29.6,23.4,3.57
2018-03-01,11.2,13.2,6.9,88,16.4,24.1,5.68
2018-03-02,10.8,15.2,7.7,88,19.1,22.9,6.23
2018-03-03,11.3,13.1,9.6,91,20.7,21.1,4.85
2018-03-04,9.9,13.5,4.9,88,10.5,13.9,9.51
2018-03-05,9.9,12.6,7.9,83,10.4,22.3,9.75
2018-03-06,9.9,13.6,6.3,78,5.3,16.0,13.44
2018-03-07,8.9,13.5,3.8,78,9.7,11.6,12.2
2018-03-08,11.3,15.1,8.6,92,3.2,12.4,3.96
2018-03-09,14.3,16.4,13.2,94,24.6,26.8,3.16
2018-03-10,12.9,15.4,10.1,83,25.6,23.6,12.93
2018-03-11,10.4,12.7,8.9,79,15.4,28.2,11.41
2018-03-12,11.5,15.4,7.6,75,0.6,14.4,12.17
2018-03-13,13.9,17.7,11.0,82,1.1,16.6,10.77
2018-03-14,12.7,14.7,9.7,93,32.3,25.8,1.71
2018-03-15,10.1,13.1,7.3,79,3.3,19.4,13.42
2018-03-16,8.8,12.5,5.8,82,2.3,13.3,15.28
2018-03-17,9.7,11.8,7.5,83,15.0,16.2,6.19
2018-03-18,9.6,13.2,7.0,83,0.6,13.4,11.8
2018-03-19,9.8,14.3,5.2,78,9.1,19.0,10.51
2018-03-20,9.2,14.4,5.6,65,0.2,16.0,19.12
2018-03-21,9.5,16.0,4.5,56,0.0,18.2,21.56
2018-03-22,9.2,15.9,4.3,69,0.0,11.8,20.94
2018-03-23,11.3,15.9,8.0,87,6.5,18.9,5.77
2018-03-24,9.8,13.4,6.8,71,0.3,24.5,16.62
2018-03-25,10.5,14.8,7.3,76,2.1,16.5,12.86
2018-03-26,10.5,17.0,4.1,70,0.0,9.8,21.88
2018-03-27,13.9,21.4,7.9,73,0.0,10.9,22.1
2018-03-28,12.1,16.9,7.4,76,0.0,12.7,19.65
2018-03-29,10.3,13.0,7.5,76,1.9,17.1,9.58
2018-03-30,9.0,12.4,5.7,82,8.3,18.9,14.78
2018-03-31,10.5,15.1,7.0,71,0.0,10.4,14.7
2018-04-01,13.2,19.9,7.5,71,0.0,10.1,18.66
2018-04-02,13.2,17.8,9.7,82,3.0,14.4,11.01
2018-04-03,12.6,16.1,10.0,82,8.4,23.6,13.39
2018-04-04,12.0,16.4,8.0,81,2.5,16.1,15.54
2018-04-05,12.6,20.1,6.5,77,0.0,9.2,19.74
2018-04-06,11.5,19.0,7.5,80,10.6,11.5,15.12
2018-04-07,10.6,14.5,8.2,84,7.4,12.5,14.19
2018-04-08,9.8,15.3,6.7,84,6.2,15.9,11.92
2018-04-09,8.8,11.6,5.3,86,2.9,14.8,6.97
2018-04-10,9.4,11.3,6.6,84,15.6,21.7,9.85
2018-04-11,9.7,13.8,5.0,77,0.2,17.9,18.61
2018-04-12,10.0,13.2,8.0,87,12.8,16.3,7.93
2018-04-13,10.9,15.5,7.1,79,0.0,10.8,14.04
2018-04-14,12.4,16.8,8.2,78,0.0,9.9,17.03
2018-04-15,12.1,14.4,8.2,88,5.6,11.3,4.19
2018-04-16,11.5,16.4,6.1,81,0.0,6.0,19.92
2018-04-17,14.7,21.9,6.5,73,0.0,5.9,25.69
2018-04-18,18.1,25.8,10.6,66,0.0,9.9,25.72
2018-04-19,18.8,26.1,11.7,70,0.0,10.5,24.67
2018-04-20,18.8,25.1,13.6,64,0.0,16.8,23.71
2018-04-21,16.9,21.2,13.8,76,5.1,15.8,14.42
2018-04-22,17.0,22.2,13.4,83,4.9,13.0,14.53
2018-04-23,19.8,25.3,14.5,72,1.3,14.1,19.75
2018-04-24,20.9,26.9,16.0,67,0.0,14.3,22.42
2018-04-25,20.6,27.5,13.9,74,0.0,10.6,24.72
2018-04-26,18.0,25.6,11.9,76,0.0,10.2,26.45
2018-04-27,13.6,18.1,9.2,75,0.0,14.5,15.92
2018-04-28,11.1,15.4,8.3,73,5.3,13.0,18.24
2018-04-29,10.2,14.0,7.5,75,4.2,18.1,20.38
2018-04-30,11.0,15.3,6.9,74,2.1,9.1,21.76
2018-05-01,11.6,16.7,6.5,72,0.2,11.9,24.48
2018-05-02,12.4,15.7,7.3,74,0.1,7.9,11.91
2018-05-03,15.3,20.9,9.4,70,0.2,10.6,20.45
2018-05-04,15.7,21.4,10.0,53,0.0,16.5,28.07
2018-05-05,17.9,24.8,11.1,59,0.0,11.2,27.6
2018-05-06,19.7,25.9,13.4,66,1.8,8.4,23.69
2018-05-07,20.0,24.8,15.2,74,4.6,8.9,22.02
2018-05-08,18.5,24.0,14.0,77,0.0,12.5,26.03
2018-05-09,15.5,19.9,11.8,81,0.0,16.7,20.24
2018-05-10,17.1,24.9,9.5,69,0.0,7.2,28.16
2018-05-11,16.1,22.1,11.3,72,0.0,12.5,27.34
2018-05-12,13.7,17.6,9.4,61,0.0,20.2,24.35
2018-05-13,13.1,18.4,7.7,61,0.0,14.7,24.13
2018-05-14,16.2,21.8,10.5,66,0.0,15.6,17.72
2018-05-15,19.0,25.9,13.0,46,0.0,13.5,29.13
2018-05-16,21.3,28.6,14.4,44,0.0,15.0,28.77
2018-05-17,22.2,28.5,16.7,45,0.3,9.9,24.95
2018-05-18,19.2,24.6,14.6,66,6.4,9.4,22.62
2018-05-19,19.8,25.1,14.0,68,0.0,9.4,24.62
2018-05-20,18.5,24.1,14.4,78,5.3,5.5,20.07
2018-05-21,17.4,23.5,12.8,76,0.0,8.3,26.99
2018-05-22,18.3,25.2,11.8,73,0.2,7.9,25.01
2018-05-23,19.6,26.1,12.5,71,0.2,4.7,21.76
2018-05-24,17.0,18.8,13.9,86,24.8,8.6,7.11
2018-05-25,16.1,20.2,11.7,78,0.4,5.4,23.43
2018-05-26,17.8,21.5,13.3,74,1.1,6.5,19.22
2018-05-27,17.6,22.5,13.1,78,0.1,11.7,22.67
2018-05-28,16.1,21.6,11.8,73,0.1,14.7,23.75
2018-05-29,15.5,18.7,12.2,81,2.5,13.6,13.99
2018-05-30,16.2,19.7,12.8,79,0.4,13.1,13.92
2018-05-31,15.9,19.9,12.2,79,0.1,10.6,15.58
2018-06-01,15.2,18.9,11.6,73,0.9,15.8,22.05
2018-06-02,17.4,24.3,12.6,74,0.2,13.3,23.71
2018-06-03,15.5,19.2,12.6,80,0.0,13.7,14.71
2018-06-04,15.1,18.5,12.3,81,0.8,15.7,11.07
2018-06-05,15.8,19.4,12.3,78,0.7,15.5,15.41
2018-06-06,17.6,21.9,14.3,77,0.4,15.4,19.97
2018-06-07,16.1,18.5,13.0,88,8.5,12.1,7.18
2018-06-08,16.4,19.3,13.0,79,5.3,13.5,19.19
2018-06-09,15.6,19.8,10.7,81,2.2,8.5,18.35
2018-06-10,15.7,18.6,12.7,86,2.0,15.5,11.26
2018-06-11,16.9,20.8,13.3,79,0.4,13.3,19.57
2018-06-12,18.1,23.0,14.0,79,0.3,13.8,20.78
2018-06-13,19.4,26.7,13.4,76,0.0,10.7,29.04
2018-06-14,21.5,28.8,13.9,71,0.0,8.1,28.78
2018-06-15,21.4,27.4,16.1,75,0.0,12.5,29.56
2018-06-16,23.5,32.6,16.2,69,0.0,12.6,29.04
2018-06-17,26.9,35.1,17.8,52,0.0,11.8,29.87
2018-06-18,29.3,36.5,21.8,34,0.0,19.1,26.98
2018-06-19,28.0,35.1,21.7,43,0.0,13.2,29.25
2018-06-20,25.8,33.1,19.1,58,0.1,8.6,24.78
2018-06-21,24.4,30.2,19.9,71,4.2,8.8,20.07
2018-06-22,23.6,29.0,19.2,76,3.8,8.4,24.42
2018-06-23,25.6,33.1,19.3,69,0.0,7.1,27.75
2018-06-24,24.2,31.0,18.6,74,0.0,10.7,29.31
2018-06-25,21.2,25.7,17.6,79,0.0,12.1,20.0
2018-06-26,19.9,26.0,14.6,72,0.0,14.3,29.82
2018-06-27,20.0,26.9,14.3,69,0.0,15.3,27.33
2018-06-28,20.0,25.9,15.7,72,0.0,14.9,18.43
2018-06-29,20.7,27.3,15.3,70,3.0,12.3,25.69
2018-06-30,19.6,23.7,15.9,78,7.0,10.0,19.45
2018-07-01,20.0,23.8,16.5,77,2.2,15.2,22.16
2018-07-02,19.8,22.8,17.0,79,2.5,12.8,15.32
2018-07-03,19.3,24.5,15.3,74,0.0,10.1,20.39
2018-07-04,19.2,24.8,13.9,75,1.3,13.6,20.8
2018-07-05,20.8,27.2,15.5,71,0.0,12.6,26.13
2018-07-06,21.8,28.6,15.7,70,0.1,13.0,28.81
2018-07-07,22.9,30.2,16.7,69,0.0,12.2,29.05
2018-07-08,23.7,31.3,16.8,68,0.0,11.4,28.71
2018-07-09,24.7,32.9,17.8,72,0.0,9.5,27.68
2018-07-10,24.3,31.6,19.1,73,0.0,12.7,27.83
2018-07-11,23.0,29.6,18.6,71,0.2,13.0,23.95
2018-07-12,22.4,28.9,18.1,73,0.0,11.0,27.17
2018-07-13,21.8,28.2,16.6,69,0.0,11.8,25.82
2018-07-14,21.4,27.2,16.6,69,0.0,11.1,20.07
2018-07-15,20.3,24.4,17.1,77,4.4,11.1,18.75
2018-07-16,22.3,29.6,16.9,69,0.0,13.3,28.58
2018-07-17,23.4,31.9,15.8,63,0.0,10.1,28.86
2018-07-18,21.8,28.5,16.9,68,0.0,15.2,26.03
2018-07-19,21.6,28.0,15.7,68,0.0,14.7,28.28
2018-07-20,22.3,28.9,17.4,68,0.0,16.5,28.07
2018-07-21,22.7,30.6,16.4,62,0.0,12.1,28.63
2018-07-22,23.7,31.3,17.2,64,0.0,10.9,28.23
2018-07-23,22.4,30.2,16.6,68,0.0,12.3,27.52
2018-07-24,21.7,27.9,16.9,71,0.0,11.8,18.72
2018-07-25,21.7,28.2,16.9,74,0.0,12.1,25.25
2018-07-26,22.9,29.8,18.1,65,0.0,15.1,27.62
2018-07-27,21.8,28.4,16.5,64,0.0,15.4,28.2
2018-07-28,21.8,28.7,15.4,64,0.0,14.5,27.62
2018-07-29,20.8,27.5,15.2,63,0.0,16.4,28.22
2018-07-30,22.8,29.7,16.3,65,0.0,15.3,27.73
2018-07-31,24.6,32.5,18.6,66,0.0,13.5,26.8
2018-08-01,28.3,38.8,18.1,52,0.0,5.3,27.45
2018-08-02,33.9,42.8,24.2,28,0.0,10.8,26.91
2018-08-03,34.1,43.1,25.6,27,0.0,8.0,25.09
2018-08-04,35.4,44.0,27.2,30,0.0,13.9,25.25
2018-08-05,34.3,43.2,26.5,31,0.0,13.3,26.46
2018-08-06,29.0,37.8,19.5,39,0.0,12.9,26.81
2018-08-07,23.1,30.4,18.5,61,0.0,17.6,26.77
2018-08-08,22.1,29.1,16.6,66,0.0,17.1,26.55
2018-08-09,22.4,29.5,16.3,59,0.0,16.8,26.91
2018-08-10,24.3,33.5,15.3,48,0.0,9.5,26.69
2018-08-11,26.6,35.4,17.7,47,0.0,8.4,26.56
2018-08-12,24.7,32.3,18.4,54,0.0,14.2,25.4
2018-08-13,22.9,29.8,18.2,64,0.0,15.3,26.04
2018-08-14,24.6,33.9,15.8,61,0.0,7.2,25.9
2018-08-15,25.8,33.2,18.0,58,0.0,9.3,25.51
2018-08-16,24.5,32.1,18.6,61,0.0,14.1,24.96
2018-08-17,24.7,32.2,16.4,62,0.0,7.0,21.1
2018-08-18,28.4,35.0,21.9,41,0.0,13.3,25.21
2018-08-19,30.0,36.8,22.4,27,0.0,13.8,25.19
2018-08-20,30.9,37.2,24.7,32,0.0,12.2,23.22
2018-08-21,29.6,36.3,23.2,40,0.0,5.8,22.69
2018-08-22,28.3,35.9,20.7,42,0.0,8.3,22.92
2018-08-23,27.6,36.2,20.1,48,0.0,10.7,23.14
2018-08-24,27.2,37.5,18.2,47,0.0,9.4,24.6
2018-08-25,26.0,34.3,18.2,39,0.0,9.9,25.05
2018-08-26,26.5,35.4,17.9,46,0.0,7.0,24.7
2018-08-27,28.7,36.3,20.8,42,0.0,9.9,17.9
2018-08-28,23.7,30.0,19.4,65,0.0,14.0,23.57
2018-08-29,23.0,30.9,17.0,65,0.0,12.7,23.58
2018-08-30,25.5,35.1,16.5,56,0.0,8.1,23.6
2018-08-31,29.6,37.0,22.0,40,0.0,10.5,23.54
2018-09-01,31.2,38.9,24.8,30,0.0,16.3,22.06
2018-09-02,28.2,36.1,20.6,46,0.0,9.2,21.83
2018-09-03,23.9,28.8,20.2,67,0.0,11.6,20.32
2018-09-04,22.0,26.7,17.0,68,0.2,9.6,15.27
2018-09-05,20.9,25.5,18.1,78,3.5,9.5,14.35
2018-09-06,20.7,26.5,15.8,72,0.0,6.4,21.56
2018-09-07,23.2,30.9,15.8,64,0.0,7.8,18.96
2018-09-08,22.0,27.9,16.7,65,0.8,11.3,18.4
2018-09-09,22.4,29.3,15.2,68,0.0,7.8,18.81
2018-09-10,25.5,32.6,18.0,53,0.0,10.4,21.94
2018-09-11,27.0,33.7,20.6,41,0.0,14.8,21.55
2018-09-12,27.8,34.7,21.4,39,0.0,11.1,21.36
2018-09-13,27.6,35.0,20.3,40,0.0,8.5,20.8
2018-09-14,26.0,33.6,18.5,50,0.0,8.1,20.16
2018-09-15,25.6,31.9,19.4,52,0.0,7.3,20.34
2018-09-16,26.5,32.4,20.3,52,0.0,5.7,17.85
2018-09-17,26.1,32.0,20.9,52,0.0,8.6,17.29
2018-09-18,23.6,30.4,17.5,56,0.0,9.3,20.49
2018-09-19,23.8,31.9,16.2,63,0.0,6.3,20.3
2018-09-20,23.9,31.4,17.7,56,0.0,9.6,19.52
2018-09-21,23.9,32.5,16.8,54,0.0,8.4,19.93
2018-09-22,26.7,35.2,18.4,48,0.0,7.3,19.93
2018-09-23,29.0,36.9,22.0,36,0.0,10.9,19.58
2018-09-24,29.6,37.0,23.2,32,0.0,13.6,19.7
2018-09-25,28.8,36.1,22.0,36,0.0,14.4,19.4
2018-09-26,27.2,33.8,20.5,47,0.1,7.7,17.36
2018-09-27,26.6,32.0,21.5,51,0.0,13.0,18.2
2018-09-28,26.0,31.7,21.3,53,0.0,10.4,15.65
2018-09-29,24.9,31.9,19.2,54,0.0,7.5,16.92
2018-09-30,23.2,30.6,16.4,62,0.0,7.9,17.23
2018-10-01,24.2,30.8,17.5,44,0.0,11.0,19.03
2018-10-02,22.5,29.8,16.3,29,0.0,20.2,18.55
2018-10-03,23.1,31.3,15.5,28,0.0,13.2,18.65
2018-10-04,23.4,31.5,16.3,32,0.0,9.7,18.36
2018-10-05,23.3,30.7,15.6,33,0.0,6.9,18.03
2018-10-06,21.9,30.1,16.1,45,0.0,10.4,17.63
2018-10-07,18.8,24.8,13.6,44,0.0,13.3,18.29
2018-10-08,19.5,26.1,13.9,36,0.0,18.7,17.76
2018-10-09,19.8,26.1,13.7,40,0.0,15.2,17.38
2018-10-10,18.4,24.6,13.2,61,0.0,12.4,11.16
2018-10-11,19.2,22.8,15.7,77,5.5,13.5,10.78
2018-10-12,19.6,25.6,14.2,74,0.0,8.6,10.4
2018-10-13,22.8,29.2,16.3,63,0.6,18.4,14.93
2018-10-14,14.9,18.1,11.7,72,0.5,20.1,12.1
2018-10-15,15.2,18.2,11.1,86,9.8,13.7,6.76
2018-10-16,17.4,21.5,14.1,77,0.1,10.2,12.26
2018-10-17,15.7,21.0,11.7,84,4.5,10.3,13.16
2018-10-18,16.8,22.8,12.0,77,3.6,13.4,11.46
2018-10-19,18.6,21.9,16.3,69,0.0,17.4,9.9
2018-10-20,18.8,23.9,15.3,76,1.9,18.5,14.25
2018-10-21,18.0,22.9,15.3,84,6.0,14.5,10.27
2018-10-22,18.9,25.0,14.4,81,0.0,8.2,13.83
2018-10-23,19.3,24.6,15.3,63,0.0,12.1,11.84
2018-10-24,19.5,25.6,14.9,71,0.0,8.8,14.14
2018-10-25,18.5,24.9,12.9,63,0.0,7.2,13.92
2018-10-26,17.4,22.2,13.9,77,0.6,6.2,8.6
2018-10-27,13.8,17.8,9.3,70,0.0,17.7,12.2
2018-10-28,9.7,14.4,5.2,58,0.1,13.7,13.75
2018-10-29,10.2,14.4,5.5,63,1.0,16.7,10.72
2018-10-30,10.7,12.7,8.3,85,13.1,18.2,9.5
2018-10-31,9.5,12.0,6.1,90,4.9,10.3,4.29
2018-11-01,11.3,16.7,5.6,82,0.0,9.4,9.23
2018-11-02,15.0,18.2,11.6,89,1.5,12.5,5.76
2018-11-03,13.1,19.1,8.8,90,0.0,6.9,11.69
2018-11-04,12.7,14.2,11.1,90,19.6,15.2,3.83
2018-11-05,10.7,13.2,8.7,86,4.8,16.8,7.97
2018-11-06,12.3,16.0,8.9,84,1.6,17.1,5.6
2018-11-07,13.4,16.1,10.9,83,8.4,12.1,9.83
2018-11-08,11.5,15.2,8.2,86,7.2,14.9,5.94
2018-11-09,11.8,16.1,6.5,85,0.7,13.3,7.03
2018-11-10,15.8,17.0,14.3,93,9.5,22.8,2.62
2018-11-11,14.0,16.5,10.4,94,71.6,10.3,1.04
2018-11-12,12.1,16.3,8.6,83,0.5,8.0,9.6
2018-11-13,12.9,18.4,8.7,80,0.0,12.0,9.76
2018-11-14,14.7,20.1,10.8,81,0.0,16.7,11.07
2018-11-15,15.4,20.6,11.6,81,0.1,13.8,10.4
2018-11-16,14.6,19.5,11.2,86,0.5,12.1,9.77
2018-11-17,15.4,19.5,11.5,78,0.2,16.0,7.79
2018-11-18,13.9,15.7,12.0,87,21.7,15.1,2.62
2018-11-19,12.1,15.1,9.1,91,1.0,6.4,7.65
2018-11-20,12.0,14.4,10.0,89,4.2,16.6,6.92
